text,label
අධිවේගී මාර්ගයේ සුනඛයන්ට නොමිලේද?,surprise
ඉතා හොද වැඩක්,joy
රටේ දියුණුව ගැන හරිම සතුටුයි,joy
බල්ලන්ගෙනුත් සල්ලි ගන්නවද????,surprise
බල්ලට ඇතුල් වෙන්න අවසර දුන්නෙ කවුද?????????????????,surprise
බල්ලන්ටත් හයිවේ????,surprise
සතුටුයි සුනඛයන්ට වුනත් මේක අලුත් අත්දැකිමක්නේ...,joy
අනාගතය අදයි,joy
‍මේකත් දෙයියෝ සාක්කිද?,surprise
මොනවද මේ විහිළු?,surprise
මේ දරුවා ඉතාම අහිංසක පෙම්වතෙක්. මෝරපු 'අංකූරෙක්' නෙමෙයි. ඇත්තම කියනවා නම් මට ලොකු දුකක් ඇතිවුනේ මේ කතාවෙන්. මමත් ළඟ හිටියා නම් සරත් වගේ හිස අතගාලා ඔය වගේම වචනයකින් එයාගේ හිත සනසනවා.,sadness
මට මැවිලා පෙනුනේ සාමාන්‍ය කොලු උණක් තියෙන තරුණයෙක්ව. එතකොට දුකක් ඇතිවුණා,sadness
අනේ පව් අහිංසක මනමාල කොල්ලට වුන අකරතැබ්බය. පගාවක්වත් දීලා මාරු වෙන්න පොකට් එකේ සල්ලි නැතුව ඇති. දුප්පත්කමත් වලිගය නැති ගොනා වැනි කිව්වලු,sadness
ගාල්ලේ අයියල කලොත් ඔයවගේ වැඩක් තමයි.,disgust
"හුග දවසකින් චන්දා ඇවිත්. අහා !!ප්‍රීතියි ප්‍රීතියි !!!දකුණට ආ වඩාගෙනම ඇවිත්. ගණන් ගන්න එපා කොල්ලෝ ,ඕවා ඔහොම තමයි ,හිතට දුකයි තමයි. නමුත් ඕවා ඔහොම තමයි",sadness
අද ජංගම දුරකතනයක් නැති කෙනෙක් හොයාගන්ට පුලුවන්ද ?,surprise
"තමන්ගේ සීමාව දන ගෙන හැසිරෙන්න ඕන..ගෑනු දරුවෙක් එක්ක හිටිය නිසා ඒ ළමයා දැන ගත්තම කොච්චර දුකකට ,ලජ්ජාවකට පත්වෙයි ද..?",disgust
ලංකාවේ අයට මදුවිත නැතිව මොන උත්සවද?,disgust
කවුරු මොනවා කිව්වත් අර අම්මයි දුවයි මොන තරම් අපහසුතාවයකට පත් වෙන්න ඇතිද?,sadness
සුබපැතුම්.!,joy
දයා රත්නායක මහත්තයා කියන්නේ මනුස්සකම හදුනන සෙන්පෙතියෙක්.,joy
ශ්‍රී ලංකාව රැකගන්න ඔබ තුමාට ශක්තිය ලැබේවා.!,joy
ශ්‍රී ලංකා මාතෘ නව සෙනාධිපති තුමනි ..... ඔබට අපගේ සුබ පැතුම්.!,joy
මගේ සුබ පැතුම් ඔහොම යමු.,joy
සර් ඔබට අපේ සුභ පැතුම්.,joy
ජයවේවා! නිරෝගි වේවා! සුබ පැතුම්!,joy
සුදුස්සාට නියම තැන ලැබී ඇත. විශ්‍රාම ගිය හමුදාපති තුමාටත් නව හමුදාපති තුමාටත් අප සැමගේ ගෞරවය පුද කරමු.,joy
නියමයි.,joy
අපගේ උතමචාරය රණවිරුවන්ට... අල්ලාහ්ගේ පිහිටයි. බුදු සරණයි. ජේසු පිහිටයි.,joy
මේකට මුකුත් ලියන්න හිත එකළස් කරගන්න බැහැ. අද උදේ දුටු ප්‍රවෘත්ති වලට හිතට හරිම දුකයි,sadness
හොද වැඩේ. ගහලා මදි,anger
මහත්තයා යුතුකමක් ඉටුකරන්න ගිහින් මිසක් අයුතු දෙයක් කරන්න ගිහින් නැහැ,disgust
මේක නම් පිස්සු හැදෙන කතාවක්,surprise
අනේ මෙහෙමත් දේවල්,surprise
දන්නේ නැති හින්ද අහන්නේ පිඉමියෙකුට ගැහැනියකට සල්ලි දෙන්න බැරිද මේ වගේ ප්‍රසිද්ධ තැනක ?? ආරක්ෂකයෝ ඉල්ලලා අස්වෙන්න ඕන. හැබැයි ඕක ලැගුම් හලක හෝ හොටෙල් එකක උනානම් කතාව ටිකක් හිතල බලන්න වෙනවා.,anger
තරුණ දුවරු ඉන්න තාත්තලා කරන වැඩද මේවා.,disgust
ලෝකෙට පරකාසේ ගෙදරට මරගාතෙ වර්ගයේ සැමියෙක්ද දන්නේ නැහැ,disgust
"අනේ දෙයියනේ!!! මොන අපරාදයක්ද මේ ..,මේ විදියට ගියොත් අපිට රට විතරක් ඉතිරි වේවි මිනිසුන් නොමැති ඇයි මේවට විසදුමක් නැත්තේ ඇයි මේ රිය අනතුරු කරන රියදුරන්ට නීසි දඩුවම් දෙන්නේ නැත්තේ අනේ මන්දා අප්පා මොනවද මේ වෙන්නේ රටට කියලා",sadness
"ඉතා කණගාටුදායක සිදුවීමක්, තුවාල සිදුවෙච්ච අයට ඉක්මන් සුව පතමි.",sadness
මේවා දැකලා මගේ ඇගේ මයිල් කෙලින් වෙලා. අනේ අම්මපා මේවා නවත්තන්න පියවර ගන්නේ නැද්ද. මේ රියදුරන්ට ලයිසන් දෙන අයව සොයා ගෙන ගිහින් ඒ ගොල්ලන්ගේ වත්කම් ගැන අල්ලස් කොමසාරිය පරීක්ෂණ පවත්වනවා නම් හොදයි. ආණ්ඩුව වහාම මේ ගැන ක්‍රියාත්මක වී මෙම විනාසය අඩු කිරීමට වැඩ පිළිවෙලක් සාදන වනම් හොඳයි. පාර හැදුවට මදි. ඒ පාර වල් යන අයව දැන මුතු කරනවානම් ඉතා හොදය. ඒ වගේම පැය දෙකකට වැඩිය එක දිකට එලවනවානම් සැම පැය 2 වරක් වාහනය නතර කර විවේක ගැනීම අනිවාර්ය කර යුතුය. ලය්සෝන් දෙන ක්‍රමය වෙනස් කර යුතුය. අනතුරු වැඩි දැනට තියන ක්‍රමයේ වැරදි ඇති නිසාය.,sadness
කනගාටුයි! මියගිය අයට නිවන් සුව පතමි.,sadness
"පුද්ගලික බස් කාරයන්ගේ කාලකන්නි රිය පැදවීම නිසා ජීවිත කීයක් අහිමි වෙනවද. මේවට බලදරින් පියවරක් ගන්න ඕනේ නේද . රුපියලක් දෙකක් වෙනුවෙන් ජීවිත වල වටිනාකමක් නැතුව රේස් පදිනවා. පාරේ යන මිනිස්සු, පොඩි වාහන වල යන මිනිස්සු ජීවිතයෙන් වන්දි ගෙවන්න ඕනේ.",anger
ශෝක ජනක සිදුවීම් බලවත් ශොකය ...,sadness
"වරද කාගේද?........අපරාදේ ජීවිත තුනක් ,....රියදුරනි,.....අකාලේ නැතිවෙන ජීවිත මුදලට වඩා වටිනවා නේද?",sadness
ඇත්තටම මේ පාරේ ඉරිගහල තියෙන්නේ පුද්ගලික බස්වලට විතරක් යන්නද ?,anger
මෙය අද දිනයේ අප කම්පනයට ලක් කළ සිදුවීමක්. මේ අනතුරට ලක්වුණේ අප ආයතනයේ ඉංජිනේරුතුමෙකුගේ බිරිඳ සොහොයුරා හා මෑණියන් ය. දරාගත නොහැකි ශෝකයකින් හා කම්පනයකින් අප ආයතනයේ සියලු දෙනා අද දවස ගෙව්වෙමු. ඔවුන්ට නිවන් සැප සහ තුවාලවුවන්ට තෙරුවන් බලෙන් ඉක්මන් සුවය ලැබේවායි ප්‍රාර්ථනා කරමි.,sadness
මරණයට පත්වූ මිතුරාට නිවන් සුව පතමි! අනතුරින් සුවය ලබන්නන්ට ඉක්මන් සුවය ප්‍රාර්ථනා කරමි.,sadness
"අපගේ බලවත් ශෝකය,",sadness
ඔබට නිවන් සුව පතන අතර තුවාල ලැබූ අය ඉක්මනින් සුව වේවා.,sadness
මේ ඔක්කොම වරද බස් ගැමුණු,anger
හේමචන්ද්‍ර ඔබට නිවන් සුව - අපි ඔයාගේ ආයතනයේ යාලුවෝ,sadness
මේ සේරටම වරද අපේ පොලිසිය.එයාලා අනතුරක් වුණාට පස්සුව පිළියම් කරනවා මිසක් අනතුරක් වෙන්න තියෙන ඉඩ අහුරන්නේ නැහැ . අපේ මාර්ග නීති බහුතරය වෙනස් වෙන්න ඕනෑ.නැත්නම් මේ වගේ හැමදාම අපේ ජිවිත අහිමි වෙන එක නවත්වන්න බැරිවෙනවා .රියදුරන් මීට වැඩිය ප්‍රවේශම් වෙන්න ඕනෑ,anger
"දැන් බලන්න, මේ බස් එක තවම හැපුණු තැනම නම් තියෙන්නේ, ෆොටෝ එකේ හැටියට ඒක තියෙන්නේ පාරේ දකුණු පැත්තේ. බස් රියදුරුගේ පැදවීම ගැන එතැනින්ම හිතාගන්න පුළුවන්",anger
පොලියෙන් කවදාවත් වැරදි කරන බස් අල්ලන්නේ නෑ. එක තමා ප්‍රධාන හේතුව.,anger
"සුබේ, මගේ හර්දයාංගම ශෝකය",sadness
ලස්සනම ලස්සනයි. මට මගේ ළමා කාලේ මතක් වුණා. කොයිතරම් සුන්දරද ඒ කාලේ.,joy
පාට සරුංගල් වාගේ අපේ ජිවිතේ....,joy
ඉස්සර ගාලුමුවදොර පවත්වපු සරුංගල් තරඟ වලට හැම වසරකම වගේ දිග රොකට් එකක් මගේ ගෙවල් පැත්තෙනුත් අරගෙන ගියා. ඒක කොච්චර දිගද කිව්වොත් යකඩ අදින වහලයක් නැති ලොරියකයි පටවාගෙන ගියේ.,joy
සරුංගල් යවන පුංචි පුතා සතුටින් හිටියත් සරුංගල් හදන පුංචි පුතාට ඒ සතුට නැහැ වගෙයි.,sadness
දේශපාලනීකරණය නැත්නම් අපේ රට කොච්චර ලස්සන රටක්ද?,joy
"සුන්දර ළමා විය, නැවත මතක් වෙනවා. ස්තුතී පුවත සහ රුප වලට",joy
"ඉස්සර සරුංගලයක්, වෙසක් කුඩුවක් හදාගත්තේ අපිම තමයි. දැන් සල්ලිවලට ගන්නවා. ළමයින්ගේ ඒ නිර්මාණ දක්ෂතා අද නැතිව ගිහින්. ටිෂු කොළවලට ඉස්සර අපි කියන්නේ සිංහලෙන් සව් කොළ කියල. ඒ වචනෙම ලස්සනක් තියෙනවා,,,,",sadness
ලස්සනයි....!!,joy
"ලස්සනයි දකින්නට . මටත් මගේ කුඩාකාලය මතක් වුණා. අපි සරුංගල් හදලා යවන්නේ වෙසක් වලටයි ,පොසොන් වලටයි. ඒ මොකද? ඒ කාලයට හොඳට සුළඟ තිබෙනවා. අනුරාධපුරයේ හොඳම සරුංගලය හැදුවේ දර්මේ මාමා.",joy
"කන්දේ ගිහිල්ලා, හොඳ මෝරපු කිතුල් පිත්තක් කපලා, හරහට පොල් පට්ටයක් බැඳලා, සව්කොල අලවලා, වෙලේ තරගෙට සරුංගල් ඇරපු කාලෙ මතක් වෙනවා අම්මපා... නිවාඩු කාලෙට දවල්ට කන්න එන්නෙ සරුංගලේ වෙලේ ඕවිටේ ගැට ගහලා. සමහර දාට නූල කඩාගෙන ගියාම දුවනවා පණ කඩාගෙන පස්සෙන්.. කොච්චර සුන්දර අතීතයක්ද. අද ළමයින්ට ඕවා නැහැනෙ.",joy
මමත් මේ ඉරිදා සරුන්ගලයක් ගෙනිච්ච උඩ යවන්න. ඒක අඩි 80ක් දිගයී. ලොකු නාගයෙක්.... සාරි 50ක් එකට බැදලා වල්ගේ දැම්මේ. නයිලෝන් කඹ මීටර් 8000ක් ගෙනිච්චා උඩ යවන්න.ඉරිදා හවස උඩ යවලා රෑ කඹේ දිගේ වෙසක් කූඩු 60ක් යැව්වා.,joy
නයා ඇදිල්ල නම් මරේ මරු.,joy
යවපු නයා කොහොමද?,joy
"කාලෙකට පස්සේ මේ තීරුවේ සාමාන්‍ය දෙයක් පළවෙලා. නැත්නම් ඉතින් තියෙන්නේ, අනතුරු, උසාවි, බන්ධනාගාර රථ , වරදකාරයෝ, වර්ජන, උද්ගෝෂණ වගේ දේවල්නේ.",joy
මම පුංචි කාලේ සරුංගල් හදල යවනවා වෙසක් කාලේට. නායක හාමුදුරුවොත් බලාගෙන ඉන්නවා. එක දවසක් දානේ වළඳන වෙලාවෙත් සරුංගල් උඩයවමින් ඉන්න කොට අපේ තවත් පන්සලක හාමුදුරු නමක් ආවා ඒ හාමුදුරුවෝ නායක හාමුදුරුවන්ට කිවුවා දානය වළඳන වෙලාවට පොඩ් උන්නාසෙලාට සෙලල්ම් කරන්න දෙන්න එපා කියල. පන්සලේ බෙලිගහක් තිබුණා. වෙසක් කාලේට සරුංගල් පහ හයක් එකේ පටලැවෙනවා. බෙලි ගහෙන් බේරිලා සරුංගලය උඩගියත් පොල්ගස්වලින් ගිනිකූරු ගස්වලින් බේරෙන්න බැහැ කොහොම හරි සරුගංලේ පටලැවෙනවා. ඊලග දවසට තව එකක් හදනවා. දැන් පංන්සලේ බෙලි ගහත් නැහැ ඉන්න පුංචි හාමුදුරුවරු සරුංගල් හදන්න දන්නෙත් නැහැ. ඒ දවස්වල ගමේ ළමයිත් සරුංගල් යවනවා දැන් ඒකත් නැහැ,joy
චීන සරුංගල් වලින් මේ තාත්තාවයි පුතාවයි බේරගන්න කවුරු හරි බලධාරියෙක් නැද්ද. බලධාරීන් වෙනුවට බඩජාරින් ඉන්න නිසා ඊලග සරුංගල් වාරයට මේ පියපුතු දෙදෙනාගේ රස්සාව නැතිවෙනවා. ඒ සල්ලි ඔක්කම චීනයට යනවා. එහෙම නොවේවා කියලා ප්‍රාර්ථනා කරනවා,sadness
ලස්සනයි නේද?,joy
"මටත් මගේ සුන්දර ළමා කලේ මතක් වෙනවා. ඇත්තටම සරුංගලේ පුංචි ළමා සිතට බද්ධ වුණ අපූරුතම නිර්මාණයක්, මින් ලබන ආශ්වාදය අසීමිතයි.",joy
"මෙහි අදහස් පලකරන බොහෝ අය දැනට දශක දෙක තුනකට පෙර සුන්දර ළමා කාලයක් ගෙවූ බව පෙනෙනවා නේද ලියනගේ, ඇත්තටම ඒ කාලෙට අයෙත් යන්න පුළුවන් නම්.",joy
ඔන්න මම නම් ඇරියේ නම් නයෙක් නෙමෙයි. මහා විශාල රොකට් සරුංගල් හදපු කළු සිරිසේන මේසන් බාස් තවමත් මෙහෙ හොඳින් ජීවත් වෙනවා. ඒ කාලේ ගෙදරට හොරෙන් මමත් වහලේ නැති ලොරියේ පිටිපස්සේ තට්ටුවේ එල්ලිලා ගියා තරගේ බලන්න.,joy
පසුගිය මාසේ ලයිට් බිල බැලුවම මට මතක් වුණේ සරුංගල්.,disgust
"මොන සරුන්ගල්ද අනේ? අරහේ පාසල් දරුවෝ අමු අමුවේ වෙඩි තියලා මරා දානවා , තරහකට එහෙම නෙමෙයි හිතේ දුකට මේ ලිවුවේ",sadness
ගාලු මුවදොරෙ නිල් අහස් කුස සරුංගල් යවන්න පාවිච්චි කරනවට ලබන වසරේ සිට බද්දක් අය කරගනීවි සමහරවිට. දැනට නොමිලේ යවන්න පුළුවන් සරුංගල් විතරනේ!,disgust
හෝ හඬදී දිය පෙරලා ඈතින් නැගි මුහුදු රැලේ.. සැන්දැවේ ගෝල් ෆේස් විඩා නිවන මහඟු බලේ.. කුඩා ළමුන් වැඩිහිටියන් මුළු පවුලම සතුටු කළේ.. අහස් නැගී කොම්බු ගසන මගේ කුඩා සරුංගලේ,joy
මාධ්‍ය වේදියෝ අපක්ෂපාති වාර්තා දුන්න නම් ඔහොම වෙන්නේ නැහැ. එයාලා ජවිපෙට කඩේ යනකොට ඔහොම දේවල් වෙනවා.,disgust
"අපේ හමුදාව ලොකු වෙහෙසක් අරන් තියෙනවා සමාදානෙන් විසුරුවන්න , නමුත් කට්ටිය ඉල්ලගෙන කාල තියෙන්නේ , ඔය දැන් ඉන්නේ අපුරුවට සාමකාමිව ,",anger
"ජල ප්‍රහාරයක් හෝ කඳුළුගෑස් ගහල විසුරවන්නේ නැතුව වෙඩි තියල ඉස්කෝලේ යන කොල්ලො මරන්නේ හමුදාවට පිස්සුද , ආණ්ඩුවට කඩේ යන මිනිස්සු කන්නේ බත්ද?",anger
"ඔය ගොල්ලන්ට සෙත්පතා ""බෝදිපුජා""අපි තියන්නේ නෑත. නොමැත.",anger
හමුදා සෙබළුන් ඉහළින් ලැබෙන නියෝග අනුව වැඩ කරන්නේ.මේ අවස්ථාවෙදිත් සිද්ධ වුනේ එවැනි දෙයක්. ඉතින් මේක කාගෙ වැඩක්ද කියල තේරෙනවනේ.,anger
රණවිරුවෝ මොකද්ද මේ කරගත්තේ,surprise
අවි ගත් අය ලග අවිය මිස හදවතක් නැති බව ඔප්පු කලා. මම 2008දි දවසක් කොහුවල ආමි කැම්ප් එකේ ඉදන් කකුල් තුවාල වුනු 04ක් හරි ඔ5ක් හරි මගේ ඇල්ටෝ කාර් එකේ ගෙන ගියා.මට එදා හිතට පුදුම සතුටක් දැනුන අපි නිසා යුද්දෙදි තුවාල වුනු අපේ මිනිස්සුන්ට පොඩි හරි උදව්වක් කරන්න ලැබුන නේද කියල.මොකද එවෙලාවේ 120 පාරේ ඕන තරම් වාහන දාවනය වුනා එත් මේ කිහිලි කරු වලින් යන සොල්දාදුවන් ලග ඒවා නතරවුණේ නැහැ. සමහර අයගේ කකුල් නවන්න බැරි නිසා මගේ රියදුරු අසුනත් ඉදිරියට නවගේන්යි ගියේ . අද මට හිතෙනවා මමත් අනිත් අය වගේ වුනානම් හොදයි කියල මිනිසුන්ට වෙඩි තිබ්බ විදිය දැක්කම.අපි ඔතන් හිටියනම් අපිටත් ඔය ටිකම නේද? ආමි මහත්තයෝ ආයි නම් වතුරත් නැහැ .එකෙකුටවත් චන්දෙ දෙන්නෙත් නැහැ .මිට වැඩිය හොදයි ඒ වෙලාවෙත් කියක් හරි හම්බ කර ගන්නවා.පුළුවන් වුනොතින් රටෙනුත් පිටවෙලා යනවා. පුළුවන් නම් නන්ද මාලනිගේ මේ සින්දුව අසපල්ලා. රණ දෙරණේ ගිනි අවි ගත් යුද සෙබළුනි අසනු මැනවි,disgust
"ද සිල්වා 2013-08-12 03:22:50 ජල ප්‍රහාරයක් හෝ කඳුළුගෑස් ගහල විසුරවන්නේ නැතුව වෙඩි තියල ඉස්කෝලේ යන කොල්ලො මරන්නේ හමුදාවට පිස්සුද , ආණ්ඩුවට කඩේ යන මිනිස්සු කන්නේ බත්ද?",surprise
සමස්ථ රණ විරුවන්ටම නිගරු කරන්න එපා. මාධ්‍යවේදීන්ට පහරදීම ගැන සාධාරණ පරීක්‍ෂණයක් කරනතුරු දිගටම ක්‍රියාත්මක වන්න. නැත්නම් හරි හෝ වැරදි තොරතුරු දැනගැනීමේ අයිතිය අපට නැතිවෙනවා.,anger
ඒ දවස්වල ගත්තු උණ්ඩ පුස් වෙන්න කලින් ඕකෙන් වැඩක් ගත්තා.,disgust
මේක හමුදාවට දොස් කියල වැඩක් නැ හමුදාව ඕකට එවපු එවන්ට වෙඩි තියන්න ඕනේ.,anger
මේවා .සහගහන.අපරාද. මේවට වග කියන්න ඕනේ අය දන්නවනේ. තවත් ඡන්දය දෙන එකයි තියෙන්නේ.,anger
ආමි එකේ ඉන්න දෙතුන් දෙනෙක් නිසා මුළු ආමි එකේම නම කැතවුණා,anger
මාධ්‍යය බොරු කියන්නේ නැහැ,anger
රේමා කන්නේ පිදුරුද ? ගොන් අලියා. ජනතා විමුක්ති පෙරමුණ මේකට ගාව ගන්නේ කඩේ යන හින්දද ? ඕනෙම ගොනෙකුට මෙතන උනේ මොකක්ද කියල පෙනෙනවා. ඔයා වගේ පොට්ටයෙකුට හැර.,anger
"අනේ රෙමා, රෙද්දක් ඇඳගෙනද නැත්නම් නැත්නම් උපන් මොහොතේ වගේ ඉඳගෙනද ඔබ මැත දොඩවන්නේ?",anger
"රුසෙල්ටයි, රෙමාටයි හිතේ අමාරුව හැදිලා තියෙන්නේ හමුදාවට රිදුනා කියලා. මිනිස්සු පෙළපාලි ගියේ ඔවුන් අතීතයේදී පණවගේ රැකගත් හමුදාවල අයට විරුද්ධව නොවන බව හමුදාවල අයත් දන්නවා. නමුත් ඒ වීර හමුදාවම අද ජනතාවගේ ශාපයට ලක්වෙලා. අවාසනාවක මහත.",anger
ඇත්තටම කව්ද බල්ලෝ?,anger
අවුරුදු 30ක් පුරා දවසට මිනිස්සු 30 40 ගානේ මැරුණු අතිතේ වෙනස් කරපු අපේ හමුදාව අතින් වුණ එක වැරැද්දක් අල්ලාගෙන ඇගිල්ල දික් කරන කෙලෙහි ගුණ නොදන්නා අය ඉන්න රටකට හරියයිද,sadness
හමුදාවේ ඉන්නේ රණ විරුවෝ නොවෙන බව ඔප්පු වී හමාරයි.,anger
ඉතාම කලකිරෙනවා අපේ රට ගැන මේ ලිපිය කියෙව්වම. හමුදාව මහජනතාවට සලක ඇති ආකාරය මෙහි පළකර ඇති ෆොටෝ වලින් ඉතා හොඳට පැහැදිලිවෙනවා. හමුදාව මෙතරම් නරක තත්වයකට පත්වුයේ කෙසේද කියා සිතා ගැනීමටවත් නොහැකිය. ජල ප්‍රශ්නය නිසා අසරණ වී සිටින්නේ ඔවුන්සේම සාමාන්‍ය ජනතාව බව හමුදාවට නොතෙරුනේ කෙසේද. රටෙහි සිදුවන දෙය පිළිබඳව අප දැනුවත් කරන මාධ්‍ය සගයින්ට සලකා ඇති ආකාරය පිළිකුල් සහගතය. ඔවුන්ට සිදුවූ අපහසුතාවයන්ට සහ අලාභානි වලට හමුදාවට නිසි දඬුවම් දිය යුතුය.මේ සිදුවන දේවල් සමඟ අපට රජය සහ නීතිය ගැන ඇති විශ්වාසය නැතිවෙමින් තිබෙන්නේ. අවසාන වශයෙන් කියන්න තිබෙන්නේ අපේ රටේ අසරණ අහිංසක ජනතාවට අසාධාරණයක් නොකිරීම ඔබලාගේ පරම වගකීමයි.,sadness
හමුදාවෙත් බල්ලෝ ඉන්නවා නේද?,disgust
"හරිම පුදුමයි. ප්‍රබාකරන් මැරුවම ඒගොල්ලෝ මුළු රටේම ලේ නෑයන් වුනා. දැන් ආයේ අපිට ගැහුවම මැරුවම වහකදුරු වෙලා. කාලෙන් කාලෙට අපිට එයාලා පෙනෙන හැටි වෙනස් වුනාට එයාලා හැමදාම කලේ රස්සාව. ත්‍රස්තවාදීන් මර්දනය කිරීමේ ගෞරවය ඔවුන් පිලිගන්නවා නම්, නිරායුධ සාමාන්‍ය තරුණයන් තිදෙනෙකු මරා දැමීමේ පිළිකුල් සහගත නින්දාවත් ඔවුන් බාරගත යුතුයි. නැත්නම් ඒ දෙකම බාර නොගෙන සිටිය යුතුයි. එනිසා ඔවුන්ට දොස් කීම වැරදි නම් , ඒ අයට අනවශ්‍ය ගෞරවයක් දෙන්නවත් ""ඔවුන් වෙනුවෙන් අපි"" වෙන්නවත් අවශ්‍ය නැහැ කියලා මං හිහන්නේ.",surprise
"හරිම පුදුමයි. 88 කොල්ලෝ කෙල්ලෝ මරපුවම හමුදාව අපිට වහ කදුරු වුනා. අයෙත් ප්‍රබාකරන් මැරුවම ඒගොල්ලෝ මුළු රටේම ලේ නෑයෙක් වුනා. දැන් ආයේ අපිට ගැහුවම මැරුවම වහකදුරු වෙලා. කාලෙන් කාලෙට අපිට එයාල පෙන හැටි වෙනස් වුනාට එයාල හැමදාම කලේ රස්සාව. ත්‍රස්තවාදීන් මර්දනය කිරීමේ ගවුරවය ඔවුන් පිලිගන්නවා නම්, නිරායුධ සාමාන්‍ය තරුණයන් තිදෙනෙකු මරා දැමීමේ පිලි කුල සහගත නින්දාවත් ඔවුන් බාරගත යුතුයි. නැති නම් ඒ දෙකම බර නොගෙන සිටිය යුතයි. එනිසා ඔවුන්ට දොස් කීම වැරදි නම් , ඒ අයට අනවශ්‍ය ගෞරවයක් දෙන්නවත් ""ඔවුන් වෙනුවෙන් අපි"" වෙන්නවත් අවශ නෑ කියල මන් හිහන්නේ.",surprise
හමුදාවට අන දුන්නේ කව්ද? එයා තමයි මේ හැමදේටම වග කිව යුත්තේ.,anger
උතුරේ නෙමෙයි එක්කගෙන යන්න ඕනෑ. දකුණෙනේ මානව හිමිකම් නැත්තේ. වැලිවේරියේ මිනිස්සු මතකද? දේශප්‍රේමී දේශපාලුවෝ ළමයි දූෂණය කරනවා. දියුණු වෙන මිනිස්සුන්ගෙන් කප්පම් ගන්නවා . තව කියනවා නම් කොච්චරද?,disgust
"මුනියන්ඩි, ඇයි මිනිසුන්ට අතීතය අමතක?",surprise
අපේ අයට මොකක්හරි ප්‍රශ්නයක් එහෙම තිබෙනවද?,surprise
මහජාතියට සුළු ජාතීන් නිසා වන අසාධාරණ ඉවසිය යුතුද? මහජාතියේ ඉවසීම නිවටකමක් කරගෙනද? නිදසුනක් ලෙස බටහිර රටවල් ගත් කල ඔවුන්ගේ සංස්කෘතිය හා භාෂාව භාවිතා කරන ලෙස නීතිමය බලපෑම් කර තිබීම ගත හැකියි. නෝනාට මේවා නොපෙනේද?,disgust
අතීතය සිහිනයාක් පමණයි සැබෑ සුවඳක් නෑ,sadness
ඔය ඇවිත් ඉන්නේ හොරාගේ අම්මා. අපේ කට්ටිය පේන අහන්නේ එයාගෙන්.,disgust
පිල්ලේ ලංකාවෙන් පන්නමු,disgust
අනේ මගේ කට,anger
මේ ගෑනි එනකොට මල් මාලා දැම්මේ කවුද මොකටද,disgust
සාධාරණයක් කරන්න ඇත්ත කියන්න,anger
බලන්න බලන්න අගලක් ගානේ බලන්න බලලා කියන්නකෝ,disgust
අනේ පිල්ලේ මගේ කට,anger
මේ කාන්තාව මෙහාට ආවේ ඕක බලන්නද,disgust
යන්න...යන්න... බලන්න අපි කියුවේ ඇත්තද බොරුද කියලා,disgust
"මෙයා හැමදාම ලංකාවට නින්දා කරන "" නවනින්දා පිල්ලේ"". මෙයාට අරන්තලාවේ ස්මාරකය , කැබිතිගොල්ලාවේ,නයාරු, කෝකිලායි ෆොටෝ පෙන්නන්න කවුරුත් ආණ්ඩුවෙන් සුදානම් කරන්න බැරිද? එතකොට අර 600 දෙනෙක් පොලිස් නිලධාරින් මරපුහැටි. කොටි ඒවා කලාට කමක් නැද්ද?",disgust
"ප්‍රදීපා, නිකන් මෝඩ දේශප්‍රේමියෙක් වෙන්න එපා.",anger
ඔබේ දැක්ම ඇති විශිෂ්ටයි.,joy
පිල්ලේ නෝනට සිංහල කතාකරන්න බැහැනේ. ඉතින් කොහොමද සාක්ච්ඡාවට යන්නේ.,surprise
"විදේශ කටයුතු අමාත්‍යාංශයටත් ලංගමයට උන දෙයම වෙන දවස ඈතක නැහැ. දේශපාලන බලය මත තිබෙනවාටත් වඩා තනතුරු ඇතිකර නුසුදුස්සන් පත් කර රට සවාරි, රට රැකියා ලබා දෙන ගුහාවක් කරලා. එහෙම ආවත් රටට වැඩක් කරන්න උනන්දු අය නැහැ. මේ අය හොයන්නේ තමන්ට විරුද්ධ දේවල් තියනවාද කියලා විතරයි. ටිකක් හොයලා බැලුවොත් විදේශ කටයුතු ඇමැතිතුමාට තේරෙයි. ඒත් හොයන්නේ නැති එකනේ ප්‍රශ්ණය.",disgust
කටින් බතල කොළ විතරයි. කයිවාරුව තිබුනට වැඩ නැහැ. අනාගතය හිස් . සිය දිවි හානි කර ගත්ත වගේ.,anger
සිංහලෙන් කතාකරන පිල්ලේ එනකන් තව ටිකක් ඉමු සහෝදරයා.,disgust
මේ අය දන්නේ සිංහල පමණයි. දෙමලවත් දන්නවනම් පිල්ලේ නෝනත් එක්ක කතා කොරන්න තිබුනා. ඒකනේ පිටරට සවාරි ගහන්න කැමති නැත්තේ.,disgust
නියමයිනේ...,joy
මෙතුමාගේ කතා ශෛලිය වැදගත් වන්නේ බත් පැකට් වලටයි බෝතල් වලටයි චන්දෙ දෙන මෝඩ අයගේ මොලේ පෑදෙන්න.එක එතුමාගේ හැකියාව.මෙතුමාට ඉගන ගන්න දුන්නේ නැනේ ඉතින් ටයර් සෑ උඩ තරුණයෝ දහස් ගණන් ම්ලේච්ච ලෙස ගුවන් ගත කරද්දී ?.,disgust
